document_id,ticker,company_name,report_year,dimension_code,raw_score,evidence_locator,evidence_exists,evidence_text_short,evidence_semantic_status,evidence_issue_type,score_evidence_alignment,needs_review,recommended_action,repair_status,repair_reason,numeric_issue_status
MDA_2658_AJI_2021,AJI,Ajinomoto,2021,AR01,2,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Our Business History & Milestone Ajinomoto (Malaysia) Berhad (“the Company”) was incorporated sixty years ago in 1961 as a distributor of monosodium glutamate (“MSG”) under the brand, AJI-NO-MOTO®",strong,none,aligned,false,accept,,,
MDA_2658_AJI_2021,AJI,Ajinomoto,2021,AR02,3,[MDA_P032],true,"[MDA_P032] store in low temperature. MS1500:2009 1092-02/2004 PROD DATE EXP DATE LOT NO. : : : Manufactured by: AJINOMOTO (MALAYSIA) BERHAD (4295-W) Lot 5710, Jalan Kuchai Lama, Petaling, 58200 Kuala Lumpur, Malaysia. Tel: +603-7980 6958 Fa",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_2658_AJI_2021,AJI,Ajinomoto,2021,AR03,2,[MDA_P002],true,"[MDA_P002] AJINOMOTO (MALAYSIA) BERHAD 196101000252 (4295-W) | ANNUAL REPORT 2021 Our Policy As an established and trusted food seasoning company in Malaysia, it is the Company’s policy to consistently develop and distribute high quality an",acceptable,none,aligned,false,accept,,,
MDA_2658_AJI_2021,AJI,Ajinomoto,2021,AR04,1,[MDA_P032],true,"[MDA_P032] store in low temperature. MS1500:2009 1092-02/2004 PROD DATE EXP DATE LOT NO. : : : Manufactured by: AJINOMOTO (MALAYSIA) BERHAD (4295-W) Lot 5710, Jalan Kuchai Lama, Petaling, 58200 Kuala Lumpur, Malaysia. Tel: +603-7980 6958 Fa",strong,none,aligned,false,accept,,,
MDA_2658_AJI_2021,AJI,Ajinomoto,2021,AR05,2,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Our Business History & Milestone Ajinomoto (Malaysia) Berhad (“the Company”) was incorporated sixty years ago in 1961 as a distributor of monosodium glutamate (“MSG”) under the brand, AJI-NO-MOTO®",strong,none,aligned,false,accept,,,
MDA_2658_AJI_2022,AJI,Ajinomoto,2022,AR01,2,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Our Business History & Milestone Ajinomoto (Malaysia) Berhad (“the Company”) was established in 1961 as distributor of AJI-NO-MOTO® monosodium glutamate (“MSG”) for Ajinomoto Co., Inc., Japan. In",strong,none,aligned,false,accept,,,
MDA_2658_AJI_2022,AJI,Ajinomoto,2022,AR02,3,[MDA_P032],true,"[MDA_P032] store in low temperature. MS1500:2009 1092-02/2004 PROD DATE EXP DATE LOT NO. : : : Manufactured by: AJINOMOTO (MALAYSIA) BERHAD (4295-W) Lot 5710, Jalan Kuchai Lama, Petaling, 58200 Kuala Lumpur, Malaysia. Tel: +603-7980 6958 Fa",weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,not_enough_numbers
MDA_2658_AJI_2022,AJI,Ajinomoto,2022,AR03,2,[MDA_P002],true,[MDA_P002] Inauguration of Effluent Treatment Management (SALAM) Corporate name was changed to Ajinomoto (Malaysia) Sdn Bhd Company name was changed to Ajinomoto (Malaysia) Berhad as the public company Commencement of “AJI-NO-MOTO” plant op,acceptable,none,aligned,false,accept,,,
MDA_2658_AJI_2022,AJI,Ajinomoto,2022,AR04,2,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Our Business History & Milestone Ajinomoto (Malaysia) Berhad (“the Company”) was established in 1961 as distributor of AJI-NO-MOTO® monosodium glutamate (“MSG”) for Ajinomoto Co., Inc., Japan. In",strong,none,aligned,false,accept,,,
MDA_2658_AJI_2022,AJI,Ajinomoto,2022,AR05,2,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Our Business History & Milestone Ajinomoto (Malaysia) Berhad (“the Company”) was established in 1961 as distributor of AJI-NO-MOTO® monosodium glutamate (“MSG”) for Ajinomoto Co., Inc., Japan. In",strong,none,aligned,false,accept,,,
MDA_2658_AJI_2023,AJI,Ajinomoto,2023,AR01,2,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Inauguration of Effluent Treatment Management (SALAM) Corporate name was changed to Ajinomoto (Malaysia) Sdn Bhd Company name was changed to Ajinomoto (Malaysia) Berhad as the public company Comme,strong,none,aligned,false,accept,,,
MDA_2658_AJI_2023,AJI,Ajinomoto,2023,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Inauguration of Effluent Treatment Management (SALAM) Corporate name was changed to Ajinomoto (Malaysia) Sdn Bhd Company name was changed to Ajinomoto (Malaysia) Berhad as the public company Comme,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_2658_AJI_2023,AJI,Ajinomoto,2023,AR03,2,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Inauguration of Effluent Treatment Management (SALAM) Corporate name was changed to Ajinomoto (Malaysia) Sdn Bhd Company name was changed to Ajinomoto (Malaysia) Berhad as the public company Comme,strong,none,aligned,false,accept,,,
MDA_2658_AJI_2023,AJI,Ajinomoto,2023,AR04,2,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Inauguration of Effluent Treatment Management (SALAM) Corporate name was changed to Ajinomoto (Malaysia) Sdn Bhd Company name was changed to Ajinomoto (Malaysia) Berhad as the public company Comme,strong,none,aligned,false,accept,,,
MDA_2658_AJI_2023,AJI,Ajinomoto,2023,AR05,2,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Inauguration of Effluent Treatment Management (SALAM) Corporate name was changed to Ajinomoto (Malaysia) Sdn Bhd Company name was changed to Ajinomoto (Malaysia) Berhad as the public company Comme,strong,none,aligned,false,accept,,,
MDA_2658_AJI_2024,AJI,Ajinomoto,2024,AR01,2,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Inauguration of Effluent Treatment Management (SALAM) Corporate name was changed to Ajinomoto (Malaysia) Sdn Bhd Company name was changed to Ajinomoto (Malaysia) Berhad as the public company Comme,strong,none,aligned,false,accept,,,
MDA_2658_AJI_2024,AJI,Ajinomoto,2024,AR02,3,[MDA_P037],true,[MDA_P037] AJINOMOTO (MALAYSIA) BERHAD 196101000252 (4295-W) Annual Report 2024 Management Discussion & Analysis (cont’d.) RM1092.8MIL TOTAL ASSETS RM636.4MIL REVENUE 660.25SEN EARNINGS PER SHARE 43.44% RETURN ON EQUITY 38.40SEN 212.00SEN O,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_2658_AJI_2024,AJI,Ajinomoto,2024,AR03,2,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Inauguration of Effluent Treatment Management (SALAM) Corporate name was changed to Ajinomoto (Malaysia) Sdn Bhd Company name was changed to Ajinomoto (Malaysia) Berhad as the public company Comme,acceptable,none,aligned,false,accept,,,
MDA_2658_AJI_2024,AJI,Ajinomoto,2024,AR04,2,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Inauguration of Effluent Treatment Management (SALAM) Corporate name was changed to Ajinomoto (Malaysia) Sdn Bhd Company name was changed to Ajinomoto (Malaysia) Berhad as the public company Comme,strong,none,aligned,false,accept,,,
MDA_2658_AJI_2024,AJI,Ajinomoto,2024,AR05,2,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Inauguration of Effluent Treatment Management (SALAM) Corporate name was changed to Ajinomoto (Malaysia) Sdn Bhd Company name was changed to Ajinomoto (Malaysia) Berhad as the public company Comme,strong,none,aligned,false,accept,,,
MDA_2828_CIHLDG_2020,CIHLDG,CIHB,2020,AR01,5,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS OVERVIEW OF GROUP’S BUSINESS AND OPERATIONS Company Profile The Group is divided into two main divisions, namely the Edible Oil Products Division and the Tap and Sanitary Ware Division. The form",strong,none,aligned,false,accept,,,
MDA_2828_CIHLDG_2020,CIHLDG,CIHB,2020,AR02,4,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS OVERVIEW OF GROUP’S BUSINESS AND OPERATIONS Company Profile The Group is divided into two main divisions, namely the Edible Oil Products Division and the Tap and Sanitary Ware Division. The form",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
