document_id,clean_paragraph_id,clean_section,raw_locator,raw_text_snippet,clean_text,cleaning_actions,is_removed,removal_reason,confidence_level
MDA_3255_HEIM_2020,REMOVED_001,Unknown,L22,ANNUAL REPORT 2020 | HEINEKEN MALAYSIA BERHAD,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_002,Unknown,L33,the MCO. The cover of our Annual Report 2020 is symbolic of,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_003,Unknown,L112,HEINEKEN MALAYSIA BERHAD | ANNUAL REPORT 2020,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_004,Unknown,L188,ANNUAL REPORT 2020 | HEINEKEN MALAYSIA BERHAD,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_005,Unknown,L297,HEINEKEN MALAYSIA BERHAD | ANNUAL REPORT 2020,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_006,Unknown,L372,ANNUAL REPORT 2020 | HEINEKEN MALAYSIA BERHAD,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_007,Unknown,L474,HEINEKEN MALAYSIA BERHAD | ANNUAL REPORT 2020,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_008,Unknown,L495,HEINEKEN MALAYSIA BERHAD | ANNUAL REPORT 2020,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_009,Unknown,L498,ANNUAL REPORT 2020 | HEINEKEN MALAYSIA BERHAD,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_010,Unknown,L519,ANNUAL REPORT 2020 | HEINEKEN MALAYSIA BERHAD,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_011,Unknown,L534,HEINEKEN MALAYSIA BERHAD | ANNUAL REPORT 2020,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_012,Unknown,L569,ANNUAL REPORT 2020 | HEINEKEN MALAYSIA BERHAD,,remove_header_footer,1,header_footer,medium
MDA_3255_HEIM_2020,REMOVED_013,Unknown,L649,HEINEKEN MALAYSIA BERHAD | ANNUAL REPORT 2020,,remove_header_footer,1,header_footer,medium
