document_id,clean_paragraph_id,clean_section,raw_locator,raw_text_snippet,clean_text,cleaning_actions,is_removed,removal_reason,confidence_level
MDA_2828_CIHLDG_2022,REMOVED_001,Unknown,L45,ANNUAL REPORT 2022,,remove_header_footer,1,header_footer,medium
MDA_2828_CIHLDG_2022,REMOVED_002,Unknown,L154,ANNUAL REPORT 2022,,remove_header_footer,1,header_footer,medium
MDA_2828_CIHLDG_2022,REMOVED_003,Unknown,L210,ANNUAL REPORT 2022,,remove_header_footer,1,header_footer,medium
MDA_2828_CIHLDG_2022,MDA_P001,Unknown,B001,"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Overview Of Group’s Business And Operations Company Profile The Group is divided into two main divisions, being the Edible Oil Products Division and the Tap and Sanitary Ware Division. The Edible Oil Products Division focuses on exporting vegetable-based","[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Overview Of Group’s Business And Operations Company Profile The Group is divided into two main divisions, being the Edible Oil Products Division and the Tap and Sanitary Ware Division. The Edible Oil Products Division focuses on exporting vegetable-based edible oil and fat products in consumer pack form, while the Tap and Sanitary Ware Division is generally involved in the trading and distribution of sanitary ware and tap fittings to the property development and retail markets. Edible Oil Products Division The Edible Oil Products Division consists of Continental Resources Sdn Bhd [198801006186 (173543-U)] (“CRSB”) and the Palmtop Group (“Palmtop”). CRSB has three (3) plants based in Banting, Klang equipped with twenty three (23) packing lines with a rated packing capacity of 348,000 metric tonnes of edible oils per annum and thirty seven (37) oil tanks with a total tankage capacity of 4,000 metric tonnes. CRSB also has sixteen (16) Jerry-Can (“JC”) blow-moulding machines with a monthly production capacity of 1 million units of jerry cans in various sizes, i.e., 3L, 5L, 10L, 18L, 20L & 25L.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P002,Unknown,B002,"[MDA_P002] Eleven (11) JC machines at Plant 2 and five (5) JC machines at Plant 3. As CRSB manufactures its own jerry cans packaging material, there are cost savings of between up to 5% in terms of costs incurred for purchasing packing materials and their logistics costs. These savings are either sh","[MDA_P002] Eleven (11) JC machines at Plant 2 and five (5) JC machines at Plant 3. As CRSB manufactures its own jerry cans packaging material, there are cost savings of between up to 5% in terms of costs incurred for purchasing packing materials and their logistics costs. These savings are either shared with our customers or serve to improve our selling margins. These high-quality jerry cans are packed with cooking oil and exported with very minimal rejections and customer complaints. Thus, CRSB is in a more competitive position amongst its competitors in the industry to increase profitability and market share. Palmtop, in turn, operates two (2) packing plants in Pasir Gudang, Johor which comprises of Palmtop Vegeoil Products Sdn Bhd [199301012218 (266956-P)], PNC Oil Factory (Malaysia) Sdn Bhd [199501042433 (371637-V)] and Continental Palms Pte Ltd, a sales & marketing office based in Singapore. It has fifteen (15) packing lines with a rated packing capacity of 316,000 metric tonnes of edible oils per annum and thirty seven (37) oil tanks with a total capacity of 4,500 metric tonnes.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P003,Unknown,B003,"[MDA_P003] Tap And Sanitary Ware Division The Tap and Sanitary Ware Division currently has one (1) assembly and Quality Assurance (“QA”) plant in Senawang, Negeri Sembilan. While the sales and marketing headquarters is located in Damansara Utama, Petaling Jaya, which also functions as a distribution","[MDA_P003] Tap And Sanitary Ware Division The Tap and Sanitary Ware Division currently has one (1) assembly and Quality Assurance (“QA”) plant in Senawang, Negeri Sembilan. While the sales and marketing headquarters is located in Damansara Utama, Petaling Jaya, which also functions as a distribution centre. The division is committed to service and promote business partnerships with its retail outlets nationwide, leveraging Original Equipment Manufacturer (“OEM”) partnerships with local and overseas brands and working closely with major developers and government agencies to secure orders. It will also emphasise building materials to increase revenue and focus on stringent control on quality for OEM/trading items. Under the respective brands, the division trades various types of building materials such as roof tiles, wall and floor tiles, paint, kitchen appliances, precast concrete products and timber plywood through agents. However, as the building materials industry is currently experiencing difficult times, there are plans to sell the Tap and Sanitary Ware Division to any party that is keen to expand and tap into the hardware market totalling almost 1,000 dealers.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P004,Unknown,B004,"[MDA_P004] The Group will then channel all its effort and resources to further drive the edible oil business growth. Vision Our group strives to develop, enhance and create a comprehensive portfolio of consumer brands to enable the generation of sustainable profit growth and reasonable investment re","[MDA_P004] The Group will then channel all its effort and resources to further drive the edible oil business growth. Vision Our group strives to develop, enhance and create a comprehensive portfolio of consumer brands to enable the generation of sustainable profit growth and reasonable investment returns to our shareholders. Principal Activities Of Our Group • Blending and packing of vegetable-based edible oils. • Marketing, branding and merchandising of various consumer-packed edible oil products in the domestic and international market. • Trading in a broad range of tap and sanitary ware products. Key Markets Asia (including Australasia), Africa and the Middle East regions. Strategies In Creating Value • Leveraging core competencies and areas of strategic advantages. • Identifying compelling market opportunities by maintaining abreast of market developments and evolving customer needs. • Offering a broad and compelling portfolio of products and brands tailored to customer needs/wants. • Continual optimisation of business processes. • Providing opportunities for growth and enrichment to our employees, our business partners and the communities in which we operate.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P005,Unknown,B005,[MDA_P005] C.I.,[MDA_P005] C.I.,normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P006,Unknown,B006,"[MDA_P006] HOLDINGS BERHAD 197801000889 (37918-A) MANAGEMENT DISCUSSION AND ANALYSIS (continued) Highlights of the Group’s Financial Information for the Past 5 Financial Years Financial (in RM’000) Revenue 4,046,102 3,144,549 2,572,493 2,272,914 2,602,701 Profit before Interest and Tax 128,897 127,8","[MDA_P006] HOLDINGS BERHAD 197801000889 (37918-A) MANAGEMENT DISCUSSION AND ANALYSIS (continued) Highlights of the Group’s Financial Information for the Past 5 Financial Years Financial (in RM’000) Revenue 4,046,102 3,144,549 2,572,493 2,272,914 2,602,701 Profit before Interest and Tax 128,897 127,873 63,584 45,934 58,395 Finance Costs (5,132) (6,796) (10,517) (12,640) (13,095) Net Profit 119,360 116,090 45,311 27,074 45,034 Shareholders’ Funds 328,793 281,328 227,663 210,392 211,153 Total Assets 1,149,474 849,942 805,076 573,969 588,973 Borrowings 403,899 300,176 375,136 202,057 243,034 Debt/Equity (%) Earnings per share (sen) 41.04 43.19 18.59 11.75 19.20 Net Assets per share (RM) 2.03 1.74 1.41 1.30 1.30 Dividend per share (sen) Share Performance (RM) Year high 4.28 3.70 1.55 1.94 2.39 Year low 2.69 1.09 0.82 1.21 1.80 Year close 2.84 3.23 1.20 1.37 1.84 Market capitalisation (as at financial year end) 460.0 million 523.3 million 194.4 million 221.94 million 298.08 million Review Of Financial Results And Financial Condition Revenue The Group reported a significant increase in revenue of RM4.0 billion for the financial year ended 30 June 2022 (“FY2022”) compared to the RM3.1 billion recorded in the preceding year’s financial year ended 30 June 2021 (“FY2021”) despite all the ongoing uncertainties relating to the pandemic and unresolved global trade tensions.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P007,Unknown,B007,[MDA_P007] This 29% increase in revenue was attributed to the over 50% increase in average olein prices despite the 12.7% drop in total shipments of full container loads (“FCLs”) and the 6% strengthening of the USD against the RM. Profit Before Tax (“PBT”) & Expenses (costs) The Group’s PBT’s record,"[MDA_P007] This 29% increase in revenue was attributed to the over 50% increase in average olein prices despite the 12.7% drop in total shipments of full container loads (“FCLs”) and the 6% strengthening of the USD against the RM. Profit Before Tax (“PBT”) & Expenses (costs) The Group’s PBT’s recorded a slight increase to RM123.77 million for the current year from RM121.08 million in the previous financial year was mainly contributed by the significant increase in commodity prices and premium pricing brought on by high demand for immediate delivery at market destinations. This is a result from reduced soft oil stocks and rising soyabean oil prices which widened the premium to olein prices. Operating expenses incurred an increase from the previous reporting period. This is predominantly due to lower margins, higher realised and unrealised forex losses and higher expected credit loss on financial assets. Finance costs decreased by 24% from RM6.8 million to RM5.1 million in the reporting period. This is mainly due to lower utilisation of trade facilities as part of our efforts to control finance costs by paying cash for certain capital expenditure, wherever possible.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P008,Unknown,B008,[MDA_P008] C.I. HOLDINGS BERHAD 197801000889 (37918-A) MANAGEMENT DISCUSSION AND ANALYSIS (continued) Assets: Trade Receivables Trade receivables increased by 36% from RM446.45 million to RM608.93 million or on average being outstanding from 52 days to 55 days during the year. The slight increase is,"[MDA_P008] C.I. HOLDINGS BERHAD 197801000889 (37918-A) MANAGEMENT DISCUSSION AND ANALYSIS (continued) Assets: Trade Receivables Trade receivables increased by 36% from RM446.45 million to RM608.93 million or on average being outstanding from 52 days to 55 days during the year. The slight increase is predominantly linked to higher sales over the reporting period which was also affected by the various lockdowns at the customers’ market who faced some delays in remitting payment due to documentation clearance delays at arrival ports. Assets: Inventories There was an increase in inventories by 52%, from RM72.22 million in the previous financial year to RM109.64 million. This is in proportion to the higher revenue and higher commodity prices recorded in the financial year under review. Assets: Cash And Bank Balances The Group’s bank balances and deposits placed with licensed banks increased by 29%, from RM187.31 million to RM241.87 million. This was primarily due to higher proceeds arising from increased sales revenue made during the FY2022.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P009,Unknown,B009,[MDA_P009] Liabilities: Trade And Other Payables The Group’s trade and other payables increased 58% to RM286.0 million from RM181.29 million in FY2021. This is consistent with the higher revenue recorded in the current financial year. Capital Structure And Capital Resources The Group remains prudent,"[MDA_P009] Liabilities: Trade And Other Payables The Group’s trade and other payables increased 58% to RM286.0 million from RM181.29 million in FY2021. This is consistent with the higher revenue recorded in the current financial year. Capital Structure And Capital Resources The Group remains prudent in maintaining a sound financial position to enable the execution of strategic objectives in creating value over the coming years. The Group’s borrowings increased by 35%, from RM300.18 million to RM403.90 million during the year. The Debt/Equity ratio of 107% reported as at 30 June 2021 increased to 123% as at 30 June 2022. Noteworthy to mention that the debt was mainly for short term financing of no more than 90 days outstanding to purchase raw materials for sales. Known Trends And Events With the reopening of the economy as well as the National Recovery Plan being fully enforced. This has contributed to the improvement of the nation’s economic activity. The Group’s Edible Oil Products Division clocked in higher revenue with the global shortage of soft oil stocks which widened the premium of olein prices.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P010,Unknown,B010,"[MDA_P010] This came after Malaysia recorded higher exports when the world’s largest palm oil producer restricted its palm oil exports due to several measures implemented plus the Russia-Ukraine war which disrupted the global supply chain of sunflower oil, pushing up demand for palm oil as an altern","[MDA_P010] This came after Malaysia recorded higher exports when the world’s largest palm oil producer restricted its palm oil exports due to several measures implemented plus the Russia-Ukraine war which disrupted the global supply chain of sunflower oil, pushing up demand for palm oil as an alternative. Plus the average crude palm oil (“CPO”) price hiting a record high of $1,800 per tonne in May 2022. This has undoubtedly benefited the Edible Oil Products Division in increasing sales exports. As a result, most of our sales orders were done with immediate delivery contracts, which fetched premium pricing at destination markets. Malaysia’s Tap and Sanitary Ware market is expected to slow down over the forecast period. The sluggish building and construction sectors has been severely affected due to the shortage of workers. The high prices for building materials caused by increases in their basic material prices and higher freight and shipping costs have caused many contractors to renegotiate their contracts with the property developers which have further delayed progress at sites.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P011,Unknown,B011,"[MDA_P011] However, we still believe we can turn around the division’s performance given our planned costs cutting measures coupled with the strong demand in the private housing renovation, Do-It-Yourself (“DIY”) market as well as to the current Mass Rapid Transit (“MRT”) and Light Rail Transit (“LR","[MDA_P011] However, we still believe we can turn around the division’s performance given our planned costs cutting measures coupled with the strong demand in the private housing renovation, Do-It-Yourself (“DIY”) market as well as to the current Mass Rapid Transit (“MRT”) and Light Rail Transit (“LRT”) projects which are ongoing albeit at a slow pace due to the unavailability of workers at site. Despite all the challenges and uncertainties during the pandemic and now endemic phase, the Group is proud to state that we have strived to protect the employees’ future by paying their full take-home salaries, annual bonuses and salary increments without delay and with no pay cuts. Review Of Operating Activities Operating Activities Despite these challenging times, the Group is satisfied with the current period’s performance. The Group’s Profit Before Interest and Taxation of RM128.90 million did not differ much from the RM127.87 million recorded in the previous period. This is due to improved gross profit margins due to favorable selling margins at destination markets as a result of the sharp increases in prices which resulted in increased immediate delivery contracts.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P012,Unknown,B012,"[MDA_P012] The higher margins and prices are thus less susceptible to price negotiations with the customers. Aside from that, there were no further significant developments in the operating activities during the financial year.","[MDA_P012] The higher margins and prices are thus less susceptible to price negotiations with the customers. Aside from that, there were no further significant developments in the operating activities during the financial year.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P013,Unknown,B013,"[MDA_P013] C.I. HOLDINGS BERHAD 197801000889 (37918-A) MANAGEMENT DISCUSSION AND ANALYSIS (continued) Anticipated Or Known Risks Foreign Exchange Risk The Group exports approximately 95% of its products worldwide each year, thereby increasing the risk of exposure to currency exchange. However, this ","[MDA_P013] C.I. HOLDINGS BERHAD 197801000889 (37918-A) MANAGEMENT DISCUSSION AND ANALYSIS (continued) Anticipated Or Known Risks Foreign Exchange Risk The Group exports approximately 95% of its products worldwide each year, thereby increasing the risk of exposure to currency exchange. However, this risk is mitigated by way of forward currency contracts, wherever possible. Country Risk To a large extent, financial performance is dependent on political, economic and regulatory environment in the importing countries. Any adverse developments may result in default of contracts, collection problems leading to bad debts and possible loss of market share. The Group thus closely monitor the situation on a weekly and at times on a daily basis of the importing countries to identify, plan and execute counter measures to mitigate such risks. Future Prospects Possible Trend And Outlook The Group will focus on its expansion plans for revenue growth for its edible oil operations and with smart partnership tie-up with property developers for the tap-ware and sanitary ware divisions to enhance shareholders’ value.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P014,Unknown,B014,[MDA_P014] The Edible Oil Products Division is focusing on expanding its customer base as it aspires to maintain a constant flow of reliable customers from various markets. The Group is also striving towards achieving cost and operational efficiency in its daily operations. This has resulted in CRSB,"[MDA_P014] The Edible Oil Products Division is focusing on expanding its customer base as it aspires to maintain a constant flow of reliable customers from various markets. The Group is also striving towards achieving cost and operational efficiency in its daily operations. This has resulted in CRSB undergoing a business model restructure which is expected to result in improved future earnings and margins. Despite downward pressure on CPO prices, palm oil prices are likely to remain high in light of the tight overall edible oils and fat supply internationally. At the same time, we are consistently focusing on improving margins for our own product range, predominantly in our own palm olein house brands and non-oil products such as soap-related products, evaporated and condensed milk and milk powder. The Tap and Sanitary Ware Division aims to focus on transportation mega projects, healthcare and retail for better profitability. The Government’s effort to improve intra city public transportation system provides an opportunity for the Division to expand its market.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P015,Unknown,B015,"[MDA_P015] Having supplied to MRT 2 and currently to LRT 3; these will strengthen the Division’s bid for the upcoming MRT 3 (31 stations) and the Bayan Lepas, Penang LRT (23 stations). While increased construction of new hospitals and expansions during this endemic phase will provide growth for the ","[MDA_P015] Having supplied to MRT 2 and currently to LRT 3; these will strengthen the Division’s bid for the upcoming MRT 3 (31 stations) and the Bayan Lepas, Penang LRT (23 stations). While increased construction of new hospitals and expansions during this endemic phase will provide growth for the Division’s medical series tap wares and clinical series products. The Division’s good supply track record to hospitals nationwide, will be an advantage when bidding for such projects. The Division is also investing more R&D efforts into developing products that are suitable for the healthcare market to increase the profitability. The retail industry for taps and sanitaryware is poised for better growth as consumers are getting more savvy in DIY skills at home. The Division will be introducing products with the latest attractive designs and improving the packaging to enlarge this target market. Online sales are also increasing from current registered portals such as Lazada and FB . The Division will be extending its digital reach through other planned online sales portals as well.",normalize_whitespace;renumber_paragraph,0,,high
MDA_2828_CIHLDG_2022,MDA_P016,Unknown,B016,"[MDA_P016] Besides targeting the end user, the Division is also offering attractive packages to the retailers to increased revenue in the near future. Dividend Policy The Group has no dividend policy in place on the account of possible requirements of funds for future expansions and growth.","[MDA_P016] Besides targeting the end user, the Division is also offering attractive packages to the retailers to increased revenue in the near future. Dividend Policy The Group has no dividend policy in place on the account of possible requirements of funds for future expansions and growth.",normalize_whitespace;renumber_paragraph,0,,high
