document_id,clean_paragraph_id,clean_section,raw_locator,raw_text_snippet,clean_text,cleaning_actions,is_removed,removal_reason,confidence_level
MDA_3026_DLADY_2021,REMOVED_001,Unknown,L26,Annual Report 2021,,remove_header_footer,1,header_footer,medium
MDA_3026_DLADY_2021,REMOVED_002,Unknown,L200,Annual Report 2021,,remove_header_footer,1,header_footer,medium
MDA_3026_DLADY_2021,REMOVED_003,Unknown,L366,Annual Report 2021,,remove_header_footer,1,header_footer,medium
MDA_3026_DLADY_2021,REMOVED_004,Unknown,L528,Annual Report 2021,,remove_header_footer,1,header_footer,medium
MDA_3026_DLADY_2021,MDA_P001,Unknown,B001,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Datin Seri Sunita Mei-Lin Rajakumar Chairperson Ramjeet Kaur Virik Executive Director Distributing over 180,000 milk packs to key frontliners and partnered various Non-Government Organisations, Key Opinion Leaders and Foodbanks Nourishing by Nature Our Dai","[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Datin Seri Sunita Mei-Lin Rajakumar Chairperson Ramjeet Kaur Virik Executive Director Distributing over 180,000 milk packs to key frontliners and partnered various Non-Government Organisations, Key Opinion Leaders and Foodbanks Nourishing by Nature Our Dairy Development Programme (DDP) has helped produce 37.9 million LITRES OF MILK",normalize_whitespace;renumber_paragraph,0,,high
MDA_3026_DLADY_2021,MDA_P002,Unknown,B002,"[MDA_P002] MANAGEMENT DISCUSSION & ANALYSIS Purpose: Nourishing Our Nation During Unprecedented Times Everything we do at DLMI is driven by our Purpose. Nourishing Our Nation with trusted and sustainable dairy nutrition, is our mantra to continue to achieve accelerated growth. More so during this CO","[MDA_P002] MANAGEMENT DISCUSSION & ANALYSIS Purpose: Nourishing Our Nation During Unprecedented Times Everything we do at DLMI is driven by our Purpose. Nourishing Our Nation with trusted and sustainable dairy nutrition, is our mantra to continue to achieve accelerated growth. More so during this COVID-19 pandemic and beyond, we continued to empower Malaysians to focus on nutrition. As a leading dairy company in Malaysia, we support the Government’s national health agenda to mitigate the public health crisis such as non-communicable diseases i.e. stunting, obesity and micronutrient deficiencies in children to improve the nutritional status of Malaysians. Nourishing Our Nation guided by our leadership philosophy focusing on our 4Ps: Purpose, People, Performance and Potential has helped us meet the needs of our shareholders, consumers and communities, while caring for our environment. This strategy helps us address key challenges facing our Company during the COVID-19 pandemic including a highly competitive operating environment, a rapidly changing retail landscape, and an ever evolving regulatory, social and cultural landscape.",normalize_whitespace;renumber_paragraph,0,,high
MDA_3026_DLADY_2021,MDA_P003,Unknown,B003,"[MDA_P003] As an organisation categorised in the ‘essential’ sector, DLMI was given the necessary approvals by the Government to operate during the Movement Control Order, hence allowing us to continue advocating the Government’s national health. In the wake of the COVID-19 pandemic, pivoting was ne","[MDA_P003] As an organisation categorised in the ‘essential’ sector, DLMI was given the necessary approvals by the Government to operate during the Movement Control Order, hence allowing us to continue advocating the Government’s national health. In the wake of the COVID-19 pandemic, pivoting was necessary to help us navigate unprecedented times while continuing to meet the needs of our consumers. We realised the importance of delivering products, experiences and services that meet our customers’ new needs with empathy and care during the pandemic. Our agility helped us to evolve quickly as we observed shifts in the behaviour of consumers during the pandemic. From a conventional journey, we have embarked on a new, unexplored one. We have learned to adapt and adopt new ways of working. More importantly, it has also taught us how to turn adversity into opportunity.",normalize_whitespace;renumber_paragraph,0,,high
MDA_3026_DLADY_2021,MDA_P004,Unknown,B004,"[MDA_P004] Besides ensuring full product availability throughout these challenging times, including the floods at the end of 2021 that impacted many different communities across the country, DLMI continued to nourish key frontliners and partnered various Non-Government Organisations, Key Opinion Lea","[MDA_P004] Besides ensuring full product availability throughout these challenging times, including the floods at the end of 2021 that impacted many different communities across the country, DLMI continued to nourish key frontliners and partnered various Non-Government Organisations, Key Opinion Leaders and Foodbanks by distributing over 180,000 milk packs. We take great pride in being able to make a difference in society by supporting our Rakyat. Everything we do at Dutch Lady Milk Industries Berhad’s (DLMI) is driven by our Purpose. Nourishing Our Nation with trusted and sustainable dairy nutrition, is our mantra to continue to achieve accelerated growth. PURPOSE PEOPLE PERFORMANCE POTENTIAL",normalize_whitespace;renumber_paragraph,0,,high
MDA_3026_DLADY_2021,MDA_P005,Unknown,B005,[MDA_P005] Dutch Lady Milk Industries Berhad Driving The Nation’s Sustainable Dairy Farming DLMI achieved a milestone in April 2021 when we established a strategic public-private partnership by signing a Memorandum of Collaboration with the Department of Veterinary Services (DVS) to boost our nation,"[MDA_P005] Dutch Lady Milk Industries Berhad Driving The Nation’s Sustainable Dairy Farming DLMI achieved a milestone in April 2021 when we established a strategic public-private partnership by signing a Memorandum of Collaboration with the Department of Veterinary Services (DVS) to boost our nation’s supply of quality local fresh milk and to achieve a fully sustainable milk supply for the future. The collaboration allows DLMI to partner the Government, especially the Ministry of Agriculture and Food Industry to support the growth of the local dairy industry. This is in line with the Government’s goal to achieve 100 percent Self-Sufficiency of local fresh milk by 2025 as part of the National Dairy Industry Development Programme. Since 2011, our Dairy Development Programme (DDP) has helped produce 37.9 million litres of milk while our Farmer2Farmer (F2F) Programme has benefitted more than 536 farmers. In 2021, we introduced a new digital F2F format that revolved around video blogs and was aptly named F2F Vlogs. Via this initiative, a total of 70 local dairy farmers were trained virtually during the COVID-19 pandemic.",normalize_whitespace;renumber_paragraph,0,,high
MDA_3026_DLADY_2021,MDA_P006,Unknown,B006,"[MDA_P006] Environmental Sustainability DLMI is constantly working to reduce our environmental footprint. Efforts to care for our environment are practiced every day across our business for example through purchasing 100% green electricity. As such, we’re committed to using less energy and water, re","[MDA_P006] Environmental Sustainability DLMI is constantly working to reduce our environmental footprint. Efforts to care for our environment are practiced every day across our business for example through purchasing 100% green electricity. As such, we’re committed to using less energy and water, reducing waste and decreasing emissions. In 2021, we achieved an Energy ratio of 1.20 GJ/ ton and Water ratio of 3.23 m3/ton against the budgeted 1.12 GJ/ton and 3.59 m3/ton, respectively. This was done by implementing a few mechanical and systematical initiatives including energy recovery from steam condensate, reducing and reusing water usage from our manufacturing facility, compressed air optimisation through installation of booster pumps and air receiver tanks as well as energy conservation. Tributary Cleaning: Revitalisation of Sungai Penchala Ecosystem Public-private partnerships are vital in mapping and addressing environmental and societal needs. DLMI is happy to lead the path for effective and sustainable measures to ensure sustainable development of our river ecosystem - a key natural resource we need to preserve.",normalize_whitespace;renumber_paragraph,0,,high
