document_id,clean_paragraph_id,clean_section,raw_locator,raw_text_snippet,clean_text,cleaning_actions,is_removed,removal_reason,confidence_level
MDA_5187_HBGLOB_2022,REMOVED_001,Unknown,L42,ANNUAL REPORT 2022,,remove_header_footer,1,header_footer,medium
MDA_5187_HBGLOB_2022,REMOVED_002,Unknown,L92,ANNUAL REPORT 2022,,remove_header_footer,1,header_footer,medium
MDA_5187_HBGLOB_2022,REMOVED_003,Unknown,L144,ANNUAL REPORT 2022,,remove_header_footer,1,header_footer,medium
MDA_5187_HBGLOB_2022,MDA_P001,Unknown,B001,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS The following MD&A of the operating performance and financial condition of the Group for the twelve (12) months ended 31 December 2022 should be read in conjunction with the Audited Financial Statement for the year ended 31 December 2022 and related note,"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS The following MD&A of the operating performance and financial condition of the Group for the twelve (12) months ended 31 December 2022 should be read in conjunction with the Audited Financial Statement for the year ended 31 December 2022 and related notes thereto. The information presented in the MD&A, including information relating to comparative year in 2021, is presented in accordance with the Singapore Financial Reporting Standards (International) [SFRS(I)s], unless otherwise stated. Overview of Business and Objectives HB Global Limited (“HBGL”) is principally an investment holding company and currently the Group has one wholly owned subsidiary and a 60% owned subsidiary as below: 100% owned Subsidiary: (i) Shandong Hengbao Foodstuffs Co., Ltd. (“SHF”) – the main operation plant situated in China 75% owned Subsidiary: (i) HB Infrastructures and Technologies Sdn Bhd (“HBIT”) – the main operating situated in Malaysia Our group’s core activities involve the processing, packaging, and production of a diverse range of ready-toserve foods, frozen vegetables, and other food products through our subsidiaries.",normalize_whitespace;renumber_paragraph,0,,high
MDA_5187_HBGLOB_2022,MDA_P002,Unknown,B002,"[MDA_P002] Over the years, the Group has established itself as one of the leading one-stop gourmet convenient food specialist in China, we possess advanced food processing capabilities, including cleaning, slicing/cutting, blanching, boiling, frying, vacuum frying, steaming, smoking, stewing, and ba","[MDA_P002] Over the years, the Group has established itself as one of the leading one-stop gourmet convenient food specialist in China, we possess advanced food processing capabilities, including cleaning, slicing/cutting, blanching, boiling, frying, vacuum frying, steaming, smoking, stewing, and barbequing. Our company produces various food materials and quick-frozen products, mainly to meet the needs of our customers and distributors as well as is also an original equipment manufacturer (“OEM”) for third customer’s brand. Our products are marketed under our customers’ brands, as well as our own brands, such as “Geleifu” (Green Food), “Hengbao Food,” “Qing Long Tan” (asparagus tea), and “The Four Seasons Farm”. We offer a wide range of products, numbering over 1,000 and exported to more than 20 countries worldwide, such as Japan, the USA, Singapore, Australia, and Korea, among others. HBGL’s products are widely available to various users, ranging from hypermarkets, tourist markets, food stalls to residential houses.",normalize_whitespace;renumber_paragraph,0,,high
MDA_5187_HBGLOB_2022,MDA_P003,Unknown,B003,"[MDA_P003] As part of our fundamental principle to provide affordable food products with high quality and unique flavour, we are renowned for our technical expertise and strict quality control standards, which are instrumental in establishing our reputation as a leading food manufacturer. We operate","[MDA_P003] As part of our fundamental principle to provide affordable food products with high quality and unique flavour, we are renowned for our technical expertise and strict quality control standards, which are instrumental in establishing our reputation as a leading food manufacturer. We operate a complete quality monitoring and control system, and our company is certified with several international certifications such as ISO9001, ISO22000, HACCP, FDA, and BRC. The Group firmly believe that quality plays a pivotal role in attracting customers. To uphold this belief, the Group is committed to implementing a set of principles that would enhance its standing in the market. These principles are centred on improving the quality of our products, services and processes, adopting best practices in the industry, and ensuring customer satisfaction. The Group understands that customers’ expectations and preferences can evolve over time, and it is essential to continually monitor and improve its offerings to meet their changing needs. By prioritizing quality, the Group aims to strengthen its market position and build long-term relationships with its customers.",normalize_whitespace;renumber_paragraph,0,,high
MDA_5187_HBGLOB_2022,MDA_P004,Unknown,B004,[MDA_P004] HB GLOBAL LIMITED MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) Operation Overview HBGL Group’s revenue had decreased by RMB55.4 million or approximately 42% from RMB131.5 million in financial year ended 31 December 2021 (“FYE2021”) to RMB76.1 million in financial year ended 31 December 202,"[MDA_P004] HB GLOBAL LIMITED MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) Operation Overview HBGL Group’s revenue had decreased by RMB55.4 million or approximately 42% from RMB131.5 million in financial year ended 31 December 2021 (“FYE2021”) to RMB76.1 million in financial year ended 31 December 2022 (“FYE2022”). The decrease was mainly due to decrease in sales of China subsidiary as during FYE2022, there was some disruption in the production and supply chain due to lockdown in certain areas of China which have been affected with rising Covid 19 cases. The Group incurred a net loss before taxation of RMB 167.1 million in FYE2022 as compared to RMB38.5 million in FYE2021. In order to maintain competitiveness in the current market conditions, it is essential for the Group to focus on improving its production planning and implementing rigorous quality control measures on its manufactured products. The Group is continuously monitoring and enhancing its production lines to ensure optimal efficiency.",normalize_whitespace;renumber_paragraph,0,,high
MDA_5187_HBGLOB_2022,MDA_P005,Unknown,B005,"[MDA_P005] Operations Review HB Global’s expenses are classified into five main components: costs of sales, selling and distribution expenses, administrative expenses, other expenses, and finance costs. In the year under review, costs of sales constituted the large portion of the Group’s operating e","[MDA_P005] Operations Review HB Global’s expenses are classified into five main components: costs of sales, selling and distribution expenses, administrative expenses, other expenses, and finance costs. In the year under review, costs of sales constituted the large portion of the Group’s operating expenditure, accounting for 33.1% of total expenses. Given the potential risks posed by currency fluctuations and changing consumer behavior, HBGL has put in place effective contingency plans to mitigate such risks. To minimize costs, management has implemented a tight control operating model, while also leveraging technology to enhance operational efficiency. Financial Review In the financial year ended 31 December 2022 (“FYE2022”), the Group’s revenue declined significantly by RMB55.4 million or approximately 42% compared to the previous financial year, mainly attributable to reduced sales by the China subsidiary. This was due to disruptions in the production and supply chain caused by lockdowns in certain areas of China that were affected by the rising number of Covid-19 cases.",normalize_whitespace;renumber_paragraph,0,,high
MDA_5187_HBGLOB_2022,MDA_P006,Unknown,B006,"[MDA_P006] In addition, other income in FYE 2022 amounted to RMB14.1 million, which was considerably lower than the RMB74.1 million recorded in FYE 2021. This was primarily due to the waiver of a loan from a Director of around RMB21.7 million and the waiver of bank borrowings of approximately RMB17.","[MDA_P006] In addition, other income in FYE 2022 amounted to RMB14.1 million, which was considerably lower than the RMB74.1 million recorded in FYE 2021. This was primarily due to the waiver of a loan from a Director of around RMB21.7 million and the waiver of bank borrowings of approximately RMB17.5 million taken up in FYE 2021. Furthermore, the Group’s other operating expenses increased from RMB93.6 million to RMB137.3 million, mainly due to the write-off of intangible assets amounting to RMB41.6 million and the write-off of prepayments for land use rights amounting to RMB85.7 million in FYE 2022. As a result, the Group incurred a net loss before taxation of RMB167.7 million in FYE 2022 compared to RMB38.5 million in FYE 2021, mainly due to lower revenue and an increase in other operating expenses in FYE 2022. Financial Position As of 31 December 2022, the Company’s net assets amounted to approximately RMB205.2 milion. The decrease in intangible assets from RMB83.2 million to RMB39.3 million was primarily due to the write-off of land use rights amounting to RMB41.6 million in the China subsidiary.",normalize_whitespace;renumber_paragraph,0,,high
MDA_5187_HBGLOB_2022,MDA_P007,Unknown,B007,"[MDA_P007] The decrease in current assets from RMB195.7 million to RMB35.6 million was mainly due to the write-off of prepayments related to land use rights in the China subsidiary amounting to RMB85.7 million. Furthermore, the cash and bank balances reduced from RMB10.9 million to RMB2.2 million, p","[MDA_P007] The decrease in current assets from RMB195.7 million to RMB35.6 million was mainly due to the write-off of prepayments related to land use rights in the China subsidiary amounting to RMB85.7 million. Furthermore, the cash and bank balances reduced from RMB10.9 million to RMB2.2 million, primarily due to the lower revenue and tight margin in major segments of the Group. To maintain its financial stability and competitiveness, the Group will take necessary measures such as implementing better cash flow management and improving revenue generation to ensure a positive cash balance. Additionally, the Group will also focus on reducing costs by optimizing its operational efficiency, enhancing production capacity, and streamlining its supply chain management. By doing so, the Group can better allocate its resources and remain financially sound in the challenging market environment.",normalize_whitespace;renumber_paragraph,0,,high
MDA_5187_HBGLOB_2022,MDA_P008,Unknown,B008,[MDA_P008] HB GLOBAL LIMITED MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) Business Strategics and Risk Factors The Research and Development division of our company is committed to improving our products to meet the ever-increasing demands of consumers and to remain competitive in the market. Our focu,"[MDA_P008] HB GLOBAL LIMITED MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) Business Strategics and Risk Factors The Research and Development division of our company is committed to improving our products to meet the ever-increasing demands of consumers and to remain competitive in the market. Our focus is on product innovation and creativity to develop healthier options that align with consumer preferences while maintaining the highest quality standards. Additionally, we are constantly expanding our customer base by exploring new domestic and international markets, launching new products, and enhancing our product quality and variety. To adapt to the changing landscape of the retail industry, we are also investing in various online shopping initiatives to drive sales. Apart from the above, the Group has also made strategic investments in the upgrading of its factories and the acquisition of advanced machineries to enhance its production efficiency, reduce operational costs, and increase profitability. These investments have enabled the Group to keep up with the latest technological advancements in the industry and maintain a competitive edge over its peers.",normalize_whitespace;renumber_paragraph,0,,high
MDA_5187_HBGLOB_2022,MDA_P009,Unknown,B009,"[MDA_P009] By prioritizing the optimization of its production processes, the Group is better equipped to respond to market demands and customer needs, while also ensuring the consistent delivery of high-quality products. Furthermore, these investments in factory and machinery upgrades demonstrate th","[MDA_P009] By prioritizing the optimization of its production processes, the Group is better equipped to respond to market demands and customer needs, while also ensuring the consistent delivery of high-quality products. Furthermore, these investments in factory and machinery upgrades demonstrate the Group’s commitment to sustainable growth and long-term success. As a participant in the food industry, the Group is exposed to various risks related to product quality and standards, as product safety and quality are of paramount importance to the Group. Such risks may cause financial and reputational damage. Therefore, the Group has implemented comprehensive policies and procedures to prevent contamination by establishing strict standards for processing, sanitization of plant and machinery, and personal hygiene of employees. The Group also ensures traceability of products and compliance with stringent quality systems. The success of our business is subject to various risks, which we acknowledge and actively manage. These risks include labour shortages, fluctuations in raw material prices, logistics cost and national policy.",normalize_whitespace;renumber_paragraph,0,,high
MDA_5187_HBGLOB_2022,MDA_P010,Unknown,B010,"[MDA_P010] If we cannot pass on the increased costs resulting from these risks to our customers, our profitability may be adversely affected. To mitigate these risks, our management team has implemented various measures. For instance, we have established relationships with multiple suppliers to ensu","[MDA_P010] If we cannot pass on the increased costs resulting from these risks to our customers, our profitability may be adversely affected. To mitigate these risks, our management team has implemented various measures. For instance, we have established relationships with multiple suppliers to ensure a stable supply of raw materials and packaging materials without compromising quality. Additionally, we have invested in advanced machinery and plant automation to reduce our reliance on labour. Effective management of logistics is critical to our company’s profitability. To mitigate the risk of high logistics and distribution fees, we are taking proactive steps to improve our supply chain efficiency and reduce costs. This includes optimizing our supply chain, leveraging technology solutions such as TMS and WMS, negotiating rates with logistics service providers, implementing just-in-time inventory management, centralizing distribution, and conducting regular reviews of logistics costs. By employing these strategies, we aim to achieve greater efficiency in our operations, reduce the risk of high logistics fees, and ultimately increase profitability for our company.",normalize_whitespace;renumber_paragraph,0,,high
