document_id,clean_paragraph_id,clean_section,raw_locator,raw_text_snippet,clean_text,cleaning_actions,is_removed,removal_reason,confidence_level
MDA_2836_CARLSBG_2023,MDA_P001,Unknown,B001,"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS In embarking on the transition journey of our corporate strategy from SAIL’22 to SAIL'27 in 2023, Carlsberg Malaysia Group (the Group) remains steadfast in implementing the four strategic levers and stands at the forefront of constantly pursuing excellen","[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS In embarking on the transition journey of our corporate strategy from SAIL’22 to SAIL'27 in 2023, Carlsberg Malaysia Group (the Group) remains steadfast in implementing the four strategic levers and stands at the forefront of constantly pursuing excellence in the markets in which we operate. SAIL'27 was co-created by the Carlsberg Group leaders and launched in early 2022, as we successfully navigated the COVID-19 pandemic and major supply chain disruptions as a result of the Russia-Ukraine war. The year 2023 marked the first year in our execution of the SAIL’27 corporate strategy, a strategic blueprint that aims to capture long-term growth opportunities with ambitious",normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P002,Unknown,B002,"[MDA_P002] financial targets, and a commitment to sustainability, responsibility and creating long-term value. Sharpening Our Focus for Future Growth SAIL'27 encapsulates four key strategic levers, each designed to prepare the Group to be more agile and resilient in the face of market developments a","[MDA_P002] financial targets, and a commitment to sustainability, responsibility and creating long-term value. Sharpening Our Focus for Future Growth SAIL'27 encapsulates four key strategic levers, each designed to prepare the Group to be more agile and resilient in the face of market developments and global disruptions, while staying the course of sharpening our strategic organisational and",normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P003,Unknown,B003,"[MDA_P003] financial dynamics. The four levers are enhancing our portfolio choices, constantly executing with excellence, driving a winning culture, and ensuring sustainable funding for our journey. Each of these levers are supported by priorities that interlock to create value for our stakeholders ","[MDA_P003] financial dynamics. The four levers are enhancing our portfolio choices, constantly executing with excellence, driving a winning culture, and ensuring sustainable funding for our journey. Each of these levers are supported by priorities that interlock to create value for our stakeholders in our quest to be the most successful, professional and attractive brewer. Our Portfolio Choices, Execution Excellence and Cultivating a Winning Culture We are committed to driving innovation in our product offerings through premiumisation, strengthening our mainstream brands, and accelerating our presence in Alcohol-Free Brews and the Beyond Beer segment. This portfolio innovation is complemented by our unwavering commitment to execution excellence. Here, we focus on excelling at the point of purchase; mastering digital, data,",normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P004,Unknown,B004,"[MDA_P004] and processes; and managing our supply chain end to end, ensuring that every step we take is marked by efficiency and effectiveness. We have built a strong winning culture since the launch of SAIL’22 seven years ago. Building on its solid foundation, we will further strengthen our workfor","[MDA_P004] and processes; and managing our supply chain end to end, ensuring that every step we take is marked by efficiency and effectiveness. We have built a strong winning culture since the launch of SAIL’22 seven years ago. Building on its solid foundation, we will further strengthen our workforce to be more purpose-",normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P005,Unknown,B005,"[MDA_P005] driven and performance-oriented, while remaining committed towards our ESG programme, Together towards ZERO and Beyond (TTZAB) and guided by our code of conduct to Live by Our Compass. Operating in highly regulated markets, we are mindful to ensure our licence to operate is protected via ","[MDA_P005] driven and performance-oriented, while remaining committed towards our ESG programme, Together towards ZERO and Beyond (TTZAB) and guided by our code of conduct to Live by Our Compass. Operating in highly regulated markets, we are mindful to ensure our licence to operate is protected via constant stakeholder engagements. Lastly, Funding Our Journey (FOJ) is the strategic lever that enables us to reinvest in our growth, our people and our brands. FOJ is about smart resource allocation, ensuring that we save costs and invest in value creation activities. This approach allows us to navigate through headwinds and emerge more resilient and more innovative. Excel at point of purchase Master digital, data and processes Manage supply chain end to end",normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P006,Unknown,B006,[MDA_P006] OUR EXECUTION,[MDA_P006] OUR EXECUTION,normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P007,Unknown,B007,[MDA_P007] EXCELLENCE Step up in premium Strengthen mainstream core beer Accelerate Alcohol-Free Brews and grow Beyond Beer,[MDA_P007] EXCELLENCE Step up in premium Strengthen mainstream core beer Accelerate Alcohol-Free Brews and grow Beyond Beer,normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P008,Unknown,B008,[MDA_P008] OUR PORTFOLIO,[MDA_P008] OUR PORTFOLIO,normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P009,Unknown,B009,[MDA_P009] CHOICES,[MDA_P009] CHOICES,normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P010,Unknown,B010,[MDA_P010] FUNDING OUR JOURNEY Purpose- and,[MDA_P010] FUNDING OUR JOURNEY Purpose- and,normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P011,Performance Review,B012,[MDA_P012] OUR WINNING,[MDA_P012] OUR WINNING,normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P012,Performance Review,B013,[MDA_P013] CULTURE Safeguard our licence to operate,[MDA_P013] CULTURE Safeguard our licence to operate,normalize_whitespace;renumber_paragraph,0,,high
MDA_2836_CARLSBG_2023,MDA_P013,Performance Review,B014,[MDA_P014] A NEW JOURNEY - SAIL’27,[MDA_P014] A NEW JOURNEY - SAIL’27,normalize_whitespace;renumber_paragraph,0,,high
